iter	Passed	Remaining
1668	19993	39902
1669	20007	39895
1670	20020	39885
1671	20032	39874
1672	20045	39862
1673	20056	39849
1674	20067	39835
1675	20079	39823
1676	20091	39812
1677	20103	39800
1678	20115	39788
1679	20127	39776
1680	20140	39765
1681	20152	39753
1682	20165	39743
1683	20177	39731
1684	20189	39719
1685	20201	39708
1686	20213	39696
1687	20223	39680
1688	20236	39670
1689	20249	39659
1690	20261	39648
1691	20274	39638
1692	20287	39627
1693	20299	39615
1694	20311	39603
1695	20322	39589
1696	20333	39577
1697	20344	39563
1698	20356	39550
1699	20368	39538
1700	20378	39523
1701	20390	39510
1702	20402	39498
1703	20414	39486
1704	20425	39473
1705	20435	39458
1706	20445	39442
1707	20457	39429
1708	20469	39417
1709	20480	39404
1710	20492	39392
1711	20505	39381
1712	20516	39369
1713	20529	39357
1714	20540	39343
1715	20552	39332
1716	20564	39320
1717	20576	39308
1718	20588	39296
1719	20600	39285
1720	20612	39272
1721	20624	39261
1722	20637	39251
1723	20651	39241
1724	20663	39230
1725	20675	39219
1726	20686	39205
1727	20698	39192
1728	20708	39177
1729	20720	39164
1730	20732	39152
1731	20745	39142
1732	20757	39131
1733	20769	39120
1734	20783	39110
1735	20794	39097
1736	20806	39085
1737	20818	39073
1738	20830	39060
1739	20841	39047
1740	20852	39033
1741	20864	39021
1742	20876	39010
1743	20888	38998
1744	20901	38988
1745	20914	38978
1746	20927	38967
1747	20937	38952
1748	20949	38941
1749	20962	38931
1750	20974	38918
1751	20986	38905
1752	20998	38895
1753	21013	38888
1754	21027	38880
1755	21040	38870
1756	21056	38864
1757	21070	38856
1758	21085	38850
1759	21100	38843
1760	21116	38839
1761	21130	38831
1762	21142	38819
1763	21156	38811
1764	21170	38802
1765	21182	38790
1766	21195	38781
1767	21208	38770
1768	21219	38756
1769	21232	38745
1770	21245	38735
1771	21257	38724
1772	21269	38711
1773	21282	38701
1774	21294	38689
1775	21306	38677
1776	21318	38666
1777	21332	38656
1778	21344	38646
1779	21356	38634
1780	21367	38620
1781	21379	38607
1782	21390	38593
1783	21402	38582
1784	21414	38570
1785	21426	38558
1786	21440	38549
1787	21453	38539
1788	21465	38528
1789	21477	38515
1790	21489	38502
1791	21499	38487
1792	21512	38476
1793	21524	38465
1794	21537	38454
1795	21548	38441
1796	21560	38430
1797	21572	38418
1798	21584	38406
1799	21595	38392
1800	21608	38382
1801	21621	38370
1802	21634	38360
1803	21647	38350
1804	21658	38337
1805	21671	38327
1806	21684	38316
1807	21695	38302
1808	21708	38292
1809	21720	38280
1810	21733	38270
1811	21745	38259
1812	21757	38247
1813	21769	38235
1814	21782	38224
1815	21795	38213
1816	21806	38200
1817	21819	38189
1818	21831	38178
1819	21844	38168
1820	21858	38158
1821	21870	38147
1822	21883	38137
1823	21897	38128
1824	21910	38117
1825	21921	38105
1826	21934	38094
1827	21948	38085
1828	21960	38072
1829	21973	38062
1830	21986	38053
1831	22000	38043
1832	22012	38032
1833	22025	38022
1834	22037	38010
1835	22049	37998
1836	22061	37985
1837	22072	37972
1838	22083	37959
1839	22095	37947
1840	22106	37932
1841	22118	37920
1842	22129	37907
1843	22140	37892
1844	22152	37880
1845	22164	37869
1846	22176	37857
1847	22188	37845
1848	22201	37834
1849	22214	37824
1850	22227	37814
1851	22240	37804
1852	22253	37793
1853	22265	37782
1854	22277	37770
1855	22289	37758
1856	22301	37745
1857	22313	37734
1858	22325	37722
1859	22337	37709
1860	22349	37697
1861	22361	37686
1862	22374	37674
1863	22386	37663
1864	22398	37651
1865	22409	37637
1866	22420	37623
1867	22432	37611
1868	22444	37599
1869	22456	37588
1870	22468	37575
1871	22480	37563
1872	22492	37551
1873	22504	37539
1874	22515	37526
1875	22527	37513
1876	22540	37504
1877	22551	37490
1878	22563	37477
1879	22573	37462
1880	22585	37449
1881	22597	37438
1882	22609	37426
1883	22623	37417
1884	22634	37404
1885	22648	37394
1886	22659	37381
1887	22672	37370
1888	22683	37357
1889	22695	37345
1890	22707	37333
1891	22719	37321
1892	22730	37308
1893	22742	37296
1894	22754	37284
1895	22765	37270
1896	22776	37257
1897	22789	37245
1898	22801	37233
1899	22813	37222
1900	22825	37209
1901	22837	37197
1902	22847	37183
1903	22859	37171
1904	22871	37159
1905	22883	37146
1906	22894	37133
1907	22907	37122
1908	22918	37109
1909	22931	37098
1910	22942	37085
1911	22954	37073
1912	22967	37062
1913	22980	37052
1914	22993	37041
1915	23005	37029
1916	23018	37019
1917	23030	37007
1918	23042	36994
1919	23054	36982
1920	23066	36971
1921	23077	36958
1922	23089	36946
1923	23101	36933
1924	23112	36920
1925	23125	36908
1926	23137	36897
1927	23147	36881
1928	23159	36869
1929	23170	36857
1930	23182	36845
1931	23194	36832
1932	23206	36820
1933	23217	36807
1934	23229	36795
1935	23241	36782
1936	23253	36770
1937	23263	36756
1938	23275	36743
1939	23286	36729
1940	23299	36719
1941	23310	36706
1942	23322	36694
1943	23335	36683
1944	23346	36670
1945	23358	36658
1946	23370	36646
1947	23383	36635
1948	23395	36624
1949	23407	36611
1950	23419	36600
1951	23432	36588
1952	23444	36577
1953	23456	36565
1954	23469	36555
1955	23482	36543
1956	23495	36533
1957	23507	36522
1958	23519	36509
1959	23530	36496
1960	23543	36485
1961	23553	36470
1962	23564	36457
1963	23576	36445
1964	23588	36433
1965	23600	36420
1966	23612	36408
1967	23623	36395
1968	23635	36383
1969	23646	36370
1970	23658	36357
1971	23670	36346
1972	23680	36330
1973	23691	36317
1974	23704	36306
1975	23717	36296
1976	23729	36284
1977	23740	36271
1978	23752	36258
1979	23763	36245
1980	23774	36231
1981	23786	36220
1982	23799	36208
1983	23810	36195
1984	23822	36184
1985	23835	36173
1986	23846	36159
1987	23858	36147
1988	23870	36135
1989	23881	36121
1990	23891	36107
1991	23903	36095
1992	23917	36086
1993	23927	36071
1994	23939	36059
1995	23952	36048
1996	23964	36037
1997	23976	36024
1998	23988	36013
1999	24000	36000
2000	24011	35987
2001	24025	35977
2002	24037	35965
2003	24049	35953
2004	24061	35941
2005	24072	35928
2006	24083	35915
2007	24095	35903
2008	24106	35890
2009	24118	35877
2010	24129	35863
2011	24139	35848
2012	24151	35837
2013	24163	35825
2014	24175	35813
2015	24188	35803
2016	24201	35792
2017	24214	35781
2018	24227	35771
2019	24239	35758
2020	24251	35747
2021	24261	35732
2022	24273	35720
2023	24285	35707
2024	24299	35698
2025	24310	35685
2026	24322	35674
2027	24332	35658
2028	24343	35645
2029	24356	35635
2030	24368	35623
2031	24381	35611
2032	24392	35598
2033	24404	35586
2034	24415	35572
2035	24427	35560
2036	24438	35547
2037	24451	35537
2038	24462	35523
2039	24472	35508
2040	24483	35495
2041	24497	35486
2042	24509	35474
2043	24520	35461
2044	24531	35447
2045	24543	35436
2046	24555	35424
2047	24567	35411
2048	24578	35398
2049	24590	35387
2050	24603	35375
2051	24616	35364
2052	24629	35354
2053	24639	35340
2054	24651	35327
2055	24663	35315
2056	24675	35303
2057	24687	35291
2058	24698	35279
2059	24711	35267
2060	24723	35255
2061	24735	35244
2062	24746	35230
2063	24758	35218
2064	24770	35206
2065	24783	35195
2066	24795	35183
2067	24807	35171
2068	24818	35159
2069	24831	35148
2070	24843	35136
2071	24854	35123
2072	24864	35108
2073	24876	35096
2074	24888	35083
2075	24900	35071
2076	24911	35058
2077	24923	35045
2078	24935	35034
2079	24949	35024
2080	24962	35014
2081	24976	35005
2082	24988	34992
2083	24999	34980
2084	25011	34967
2085	25023	34955
2086	25034	34943
2087	25046	34930
2088	25057	34917
2089	25069	34905
2090	25081	34894
2091	25092	34880
2092	25105	34869
2093	25118	34858
2094	25130	34846
2095	25141	34832
2096	25152	34820
2097	25164	34808
2098	25176	34796
2099	25187	34783
2100	25199	34770
2101	25209	34755
2102	25221	34743
2103	25232	34730
2104	25243	34716
2105	25253	34702
2106	25265	34690
2107	25276	34676
2108	25287	34663
2109	25299	34652
2110	25311	34639
2111	25323	34628
2112	25336	34616
2113	25348	34604
2114	25360	34593
2115	25373	34582
2116	25386	34572
2117	25397	34558
2118	25410	34548
2119	25422	34535
2120	25434	34524
2121	25447	34514
2122	25460	34502
2123	25472	34491
2124	25482	34476
2125	25495	34465
2126	25507	34454
2127	25518	34439
2128	25529	34427
2129	25542	34416
2130	25553	34402
2131	25566	34392
2132	25578	34380
2133	25590	34368
2134	25602	34355
2135	25613	34343
2136	25625	34331
2137	25638	34319
2138	25650	34308
2139	25662	34296
2140	25674	34285
2141	25686	34272
2142	25699	34261
2143	25711	34250
2144	25722	34237
2145	25734	34224
2146	25745	34212
2147	25757	34200
2148	25770	34189
2149	25782	34177
2150	25795	34166
2151	25807	34154
2152	25820	34144
2153	25833	34132
2154	25846	34122
2155	25860	34112
2156	25872	34100
2157	25884	34089
2158	25896	34076
2159	25907	34063
2160	25920	34053
2161	25932	34041
2162	25945	34030
2163	25957	34017
2164	25970	34007
2165	25981	33994
2166	25994	33983
2167	26006	33972
2168	26018	33959
2169	26030	33948
2170	26042	33935
2171	26053	33922
2172	26064	33908
2173	26075	33895
2174	26088	33884
2175	26100	33872
2176	26112	33860
2177	26123	33847
2178	26135	33836
2179	26148	33825
2180	26160	33813
2181	26174	33803
2182	26187	33792
2183	26199	33780
2184	26211	33769
2185	26224	33757
2186	26235	33745
2187	26246	33732
2188	26258	33719
2189	26269	33706
2190	26281	33694
2191	26293	33682
2192	26304	33669
2193	26316	33657
2194	26328	33645
2195	26342	33635
2196	26354	33623
2197	26365	33611
2198	26378	33599
2199	26389	33586
2200	26401	33574
2201	26413	33562
2202	26425	33550
2203	26437	33538
2204	26449	33527
2205	26463	33516
2206	26475	33504
2207	26486	33491
2208	26499	33481
2209	26512	33469
2210	26526	33460
2211	26538	33448
2212	26550	33437
2213	26561	33424
2214	26575	33413
2215	26587	33402
2216	26599	33390
2217	26611	33378
2218	26623	33366
2219	26635	33354
2220	26646	33341
2221	26657	33327
2222	26668	33314
2223	26680	33302
2224	26690	33288
2225	26703	33276
2226	26715	33265
2227	26726	33251
2228	26737	33239
2229	26750	33228
2230	26761	33214
2231	26773	33202
2232	26785	33190
2233	26798	33180
2234	26810	33168
2235	26823	33158
2236	26836	33146
2237	26848	33134
2238	26862	33125
2239	26874	33113
2240	26887	33102
2241	26898	33089
2242	26911	33077
2243	26923	33066
2244	26936	33055
2245	26947	33042
2246	26961	33033
2247	26975	33023
2248	26987	33011
2249	27000	33000
2250	27013	32989
2251	27025	32977
2252	27037	32965
2253	27049	32953
2254	27060	32941
2255	27072	32928
2256	27084	32916
2257	27095	32903
2258	27108	32892
2259	27120	32880
2260	27132	32868
2261	27144	32856
2262	27154	32842
2263	27167	32831
2264	27178	32818
2265	27189	32805
2266	27203	32795
2267	27215	32783
2268	27227	32770
2269	27239	32759
2270	27251	32747
2271	27262	32734
2272	27272	32719
2273	27284	32707
2274	27296	32695
2275	27307	32682
2276	27318	32669
2277	27331	32658
2278	27344	32647
2279	27357	32637
2280	27370	32626
2281	27383	32615
2282	27396	32604
2283	27408	32592
2284	27420	32581
2285	27433	32569
2286	27445	32557
2287	27457	32545
2288	27467	32531
2289	27478	32518
2290	27491	32506
2291	27503	32495
2292	27515	32483
2293	27527	32470
2294	27539	32459
2295	27552	32448
2296	27563	32435
2297	27574	32422
2298	27586	32409
2299	27596	32396
2300	27608	32384
2301	27619	32371
2302	27631	32358
2303	27644	32347
2304	27655	32335
2305	27668	32323
2306	27679	32310
2307	27690	32298
2308	27702	32285
2309	27713	32272
2310	27726	32261
2311	27739	32250
2312	27749	32236
2313	27761	32224
2314	27773	32212
2315	27787	32202
2316	27800	32191
2317	27813	32180
2318	27824	32168
2319	27837	32157
2320	27849	32145
2321	27862	32134
2322	27874	32122
2323	27886	32109
2324	27898	32098
2325	27909	32085
2326	27921	32073
2327	27935	32063
2328	27948	32053
2329	27960	32040
2330	27972	32028
2331	27984	32016
2332	27996	32005
2333	28009	31993
2334	28021	31982
2335	28033	31969
2336	28045	31957
2337	28055	31943
2338	28066	31930
2339	28078	31918
2340	28089	31904
2341	28101	31892
2342	28113	31880
2343	28125	31869
2344	28138	31858
2345	28151	31846
2346	28164	31836
2347	28176	31824
2348	28188	31813
2349	28200	31800
2350	28212	31788
2351	28222	31774
2352	28233	31761
2353	28246	31750
2354	28259	31738
2355	28271	31726
2356	28282	31713
2357	28293	31701
2358	28304	31688
2359	28316	31676
2360	28330	31665
2361	28342	31654
2362	28354	31641
2363	28366	31629
2364	28378	31617
2365	28389	31605
2366	28400	31591
2367	28411	31579
2368	28421	31565
2369	28433	31553
2370	28445	31540
2371	28456	31527
2372	28468	31516
2373	28481	31504
2374	28493	31492
2375	28506	31481
2376	28518	31469
2377	28530	31457
2378	28542	31446
2379	28554	31433
2380	28567	31423
2381	28579	31411
2382	28592	31400
2383	28604	31388
2384	28617	31377
2385	28629	31365
2386	28641	31353
2387	28654	31341
2388	28665	31329
2389	28678	31318
2390	28689	31305
2391	28702	31294
2392	28715	31283
2393	28727	31271
2394	28738	31258
2395	28749	31245
2396	28761	31232
2397	28773	31221
2398	28785	31208
2399	28796	31196
2400	28809	31184
2401	28821	31173
2402	28834	31161
2403	28846	31150
2404	28858	31138
2405	28870	31126
2406	28882	31114
2407	28893	31101
2408	28905	31089
2409	28918	31078
2410	28930	31065
2411	28943	31055
2412	28955	31043
2413	28969	31033
2414	28982	31022
2415	28996	31012
2416	29008	31001
2417	29021	30989
2418	29033	30977
2419	29046	30966
2420	29057	30954
2421	29069	30942
2422	29082	30930
2423	29094	30918
2424	29106	30906
2425	29117	30893
2426	29128	30880
2427	29140	30868
2428	29151	30855
2429	29163	30843
2430	29175	30831
2431	29185	30818
2432	29197	30805
2433	29208	30792
2434	29220	30780
2435	29232	30768
2436	29242	30754
2437	29253	30741
2438	29265	30729
2439	29277	30717
2440	29288	30704
2441	29298	30690
2442	29310	30677
2443	29321	30664
2444	29333	30652
2445	29345	30640
2446	29357	30628
2447	29368	30616
2448	29381	30605
2449	29393	30593
2450	29405	30581
2451	29416	30567
2452	29428	30556
2453	29439	30543
2454	29451	30531
2455	29463	30519
2456	29476	30507
2457	29486	30493
2458	29499	30483
2459	29512	30471
2460	29523	30459
2461	29535	30446
2462	29546	30434
2463	29557	30421
2464	29569	30409
2465	29581	30397
2466	29593	30385
2467	29605	30373
2468	29615	30359
2469	29628	30347
2470	29639	30335
2471	29651	30323
2472	29663	30311
2473	29675	30299
2474	29688	30288
2475	29700	30276
2476	29712	30264
2477	29723	30251
2478	29735	30239
2479	29747	30227
2480	29758	30214
2481	29771	30203
2482	29785	30193
2483	29796	30180
2484	29808	30168
2485	29820	30156
2486	29831	30143
2487	29842	30130
2488	29855	30118
2489	29867	30107
2490	29879	30095
2491	29891	30083
2492	29904	30072
2493	29918	30062
2494	29930	30050
2495	29943	30039
2496	29956	30028
2497	29968	30016
2498	29981	30005
2499	29992	29992
2500	30003	29979
2501	30014	29966
2502	30026	29954
2503	30038	29942
2504	30048	29928
2505	30061	29917
2506	30072	29904
2507	30085	29893
2508	30098	29882
2509	30109	29869
2510	30121	29857
2511	30133	29845
2512	30146	29834
2513	30157	29821
2514	30170	29810
2515	30181	29798
2516	30195	29787
2517	30208	29776
2518	30217	29761
2519	30227	29748
2520	30237	29734
2521	30249	29721
2522	30261	29709
2523	30273	29697
2524	30286	29686
2525	30299	29675
2526	30309	29661
2527	30320	29648
2528	30331	29636
2529	30343	29624
2530	30356	29612
2531	30369	29601
2532	30381	29590
2533	30393	29577
2534	30405	29565
2535	30416	29552
2536	30428	29540
2537	30440	29528
2538	30452	29516
2539	30463	29503
2540	30475	29491
2541	30487	29480
2542	30498	29466
2543	30511	29455
2544	30523	29444
2545	30536	29432
2546	30549	29421
2547	30561	29410
2548	30574	29398
2549	30587	29387
2550	30599	29376
2551	30612	29365
2552	30625	29353
2553	30636	29340
2554	30648	29328
2555	30659	29315
2556	30671	29303
2557	30683	29291
2558	30695	29280
2559	30708	29268
2560	30719	29256
2561	30731	29244
2562	30743	29231
2563	30754	29219
2564	30767	29207
2565	30779	29195
2566	30791	29183
2567	30803	29172
2568	30815	29160
2569	30827	29147
2570	30840	29137
2571	30852	29125
2572	30864	29112
2573	30874	29099
2574	30902	29102
2575	30914	29090
2576	30927	29079
2577	30940	29068
2578	30953	29057
2579	30966	29045
2580	30978	29034
2581	30988	29020
2582	31001	29009
2583	31012	28996
2584	31025	28984
2585	31036	28972
2586	31047	28959
2587	31059	28947
2588	31072	28936
2589	31084	28924
2590	31096	28911
2591	31109	28901
2592	31123	28890
2593	31134	28877
2594	31146	28866
2595	31158	28854
2596	31171	28842
2597	31182	28829
2598	31192	28816
2599	31203	28803
2600	31214	28790
2601	31226	28778
2602	31238	28766
2603	31251	28754
2604	31263	28743
2605	31274	28730
2606	31286	28717
2607	31297	28704
2608	31310	28694
2609	31322	28682
2610	31334	28670
2611	31347	28659
2612	31360	28648
2613	31372	28635
2614	31383	28623
2615	31395	28611
2616	31406	28598
2617	31419	28587
2618	31432	28575
2619	31443	28562
2620	31454	28550
2621	31465	28536
2622	31477	28525
2623	31489	28513
2624	31499	28499
2625	31512	28488
2626	31524	28476
2627	31535	28463
2628	31547	28451
2629	31558	28438
2630	31571	28427
2631	31582	28414
2632	31593	28402
2633	31605	28389
2634	31618	28378
2635	31630	28366
2636	31642	28354
2637	31654	28342
2638	31664	28328
2639	31675	28315
2640	31686	28303
2641	31699	28292
2642	31713	28281
2643	31726	28270
2644	31739	28259
2645	31752	28248
2646	31763	28235
2647	31775	28223
2648	31788	28212
2649	31801	28201
2650	31814	28190
2651	31827	28178
2652	31838	28166
2653	31852	28155
2654	31862	28142
2655	31874	28129
2656	31886	28118
2657	31900	28107
2658	31913	28096
2659	31926	28085
2660	31938	28073
2661	31951	28062
2662	31964	28051
2663	31976	28039
2664	31987	28026
2665	31999	28014
2666	32011	28002
2667	32025	27992
2668	32037	27980
2669	32048	27967
2670	32059	27954
2671	32070	27941
2672	32083	27930
2673	32096	27919
2674	32109	27907
2675	32121	27896
2676	32134	27885
2677	32148	27874
2678	32160	27862
2679	32173	27852
2680	32188	27842
2681	32200	27830
2682	32212	27818
2683	32223	27805
2684	32238	27795
2685	32249	27783
2686	32261	27771
2687	32273	27758
2688	32285	27747
2689	32296	27733
2690	32307	27721
2691	32317	27707
2692	32330	27696
2693	32342	27684
2694	32354	27672
2695	32366	27660
2696	32379	27649
2697	32390	27636
2698	32402	27624
2699	32415	27613
2700	32428	27601
2701	32441	27590
2702	32454	27579
2703	32467	27568
2704	32478	27555
2705	32491	27544
2706	32503	27532
2707	32517	27521
2708	32530	27511
2709	32544	27500
2710	32556	27489
2711	32569	27477
2712	32581	27465
2713	32592	27452
2714	32604	27440
2715	32616	27428
2716	32627	27415
2717	32638	27403
2718	32650	27390
2719	32663	27379
2720	32674	27367
2721	32687	27355
2722	32700	27344
2723	32711	27331
2724	32721	27318
2725	32735	27307
2726	32746	27295
2727	32757	27282
2728	32768	27269
2729	32780	27257
2730	32793	27245
2731	32805	27234
2732	32816	27221
2733	32828	27209
2734	32841	27198
2735	32854	27186
2736	32867	27175
2737	32880	27164
2738	32893	27153
2739	32908	27143
2740	32921	27132
2741	32933	27120
2742	32945	27108
2743	32958	27096
2744	32970	27084
2745	32983	27073
2746	32994	27061
2747	33007	27050
2748	33020	27038
2749	33032	27026
2750	33044	27014
2751	33056	27002
2752	33067	26990
2753	33079	26977
2754	33091	26965
2755	33104	26954
2756	33115	26941
2757	33128	26930
2758	33141	26919
2759	33153	26906
2760	33164	26894
2761	33176	26881
2762	33187	26869
2763	33200	26858
2764	33212	26846
2765	33223	26833
2766	33237	26822
2767	33248	26810
2768	33260	26798
2769	33273	26786
2770	33285	26775
2771	33298	26764
2772	33312	26753
2773	33325	26741
2774	33338	26731
2775	33353	26721
2776	33365	26709
2777	33379	26698
2778	33392	26687
2779	33406	26677
2780	33419	26665
2781	33434	26655
2782	33452	26648
2783	33467	26639
2784	33480	26628
2785	33492	26616
2786	33505	26605
2787	33519	26594
2788	33533	26583
2789	33546	26572
2790	33559	26561
2791	33571	26549
2792	33583	26537
2793	33596	26525
2794	33608	26514
2795	33621	26503
2796	33633	26490
2797	33646	26479
2798	33658	26467
2799	33669	26454
2800	33681	26442
2801	33694	26431
2802	33707	26419
2803	33719	26407
2804	33731	26395
2805	33746	26386
2806	33759	26374
2807	33770	26362
2808	33784	26351
2809	33797	26340
2810	33810	26328
2811	33823	26317
2812	33835	26305
2813	33849	26295
2814	33861	26283
2815	33874	26272
2816	33888	26261
2817	33899	26248
2818	33913	26238
2819	33926	26227
2820	33939	26215
2821	33952	26204
2822	33964	26192
2823	33977	26181
2824	33992	26171
2825	34007	26161
2826	34024	26152
2827	34039	26143
2828	34053	26133
2829	34068	26122
2830	34082	26112
2831	34096	26101
2832	34108	26090
2833	34121	26078
2834	34133	26066
2835	34146	26055
2836	34158	26043
2837	34172	26032
2838	34186	26022
2839	34199	26011
2840	34213	26000
2841	34224	25987
2842	34237	25975
2843	34248	25963
2844	34262	25952
2845	34275	25941
2846	34288	25930
2847	34300	25918
2848	34312	25906
2849	34326	25895
2850	34339	25883
2851	34352	25872
2852	34365	25861
2853	34381	25852
2854	34400	25845
2855	34416	25836
2856	34433	25828
2857	34452	25821
2858	34467	25811
2859	34481	25800
2860	34495	25790
2861	34508	25778
2862	34519	25766
2863	34532	25754
2864	34543	25741
2865	34554	25728
2866	34566	25717
2867	34578	25704
2868	34589	25692
2869	34601	25679
2870	34613	25667
2871	34625	25655
2872	34637	25643
2873	34648	25630
2874	34658	25617
2875	34670	25605
2876	34682	25592
2877	34692	25579
2878	34704	25567
2879	34716	25555
2880	34729	25543
2881	34740	25531
2882	34752	25519
2883	34765	25507
2884	34777	25495
2885	34788	25482
2886	34800	25470
2887	34813	25458
2888	34826	25447
2889	34838	25435
2890	34851	25424
2891	34864	25412
2892	34877	25401
2893	34890	25390
2894	34901	25377
2895	34913	25365
2896	34925	25353
2897	34936	25340
2898	34949	25328
2899	34962	25317
2900	34976	25306
2901	34988	25295
2902	35000	25282
2903	35011	25270
2904	35023	25258
2905	35036	25246
2906	35048	25234
2907	35061	25222
2908	35073	25210
2909	35085	25199
2910	35098	25187
2911	35109	25174
2912	35121	25162
2913	35134	25151
2914	35147	25139
2915	35160	25128
2916	35173	25116
2917	35185	25105
2918	35199	25094
2919	35212	25082
2920	35223	25070
2921	35236	25058
2922	35249	25047
2923	35261	25035
2924	35273	25022
2925	35286	25011
2926	35298	24999
2927	35310	24987
2928	35322	24975
2929	35334	24963
2930	35347	24951
2931	35358	24939
2932	35370	24927
2933	35383	24915
2934	35396	24903
2935	35408	24892
2936	35421	24880
2937	35433	24868
2938	35446	24856
2939	35456	24844
2940	35469	24831
2941	35481	24820
2942	35493	24807
2943	35504	24795
2944	35517	24783
2945	35529	24771
2946	35541	24759
2947	35554	24748
2948	35566	24736
2949	35579	24724
2950	35592	24713
2951	35603	24700
2952	35615	24688
2953	35627	24676
2954	35640	24664
2955	35653	24653
2956	35664	24640
2957	35676	24628
2958	35688	24616
2959	35701	24604
2960	35713	24592
2961	35723	24579
2962	35735	24567
2963	35746	24554
2964	35757	24542
2965	35770	24530
2966	35782	24518
2967	35794	24506
2968	35806	24493
2969	35818	24481
2970	35830	24469
2971	35843	24458
2972	35854	24445
2973	35866	24433
2974	35880	24422
2975	35893	24411
2976	35912	24404
2977	35925	24392
2978	35937	24380
2979	35950	24368
2980	35962	24356
2981	35973	24344
2982	35986	24332
2983	35999	24321
2984	36012	24310
2985	36024	24298
2986	36035	24285
2987	36047	24272
2988	36060	24261
2989	36073	24249
2990	36083	24236
2991	36096	24224
2992	36109	24213
2993	36121	24201
2994	36135	24190
2995	36146	24178
2996	36156	24164
2997	36169	24153
2998	36181	24141
2999	36193	24129
3000	36206	24117
3001	36218	24105
3002	36230	24093
3003	36242	24081
3004	36254	24069
3005	36267	24057
3006	36278	24044
3007	36289	24032
3008	36301	24020
3009	36313	24007
3010	36326	23996
3011	36338	23984
3012	36351	23972
3013	36365	23961
3014	36377	23949
3015	36389	23938
3016	36401	23926
3017	36412	23913
3018	36425	23901
3019	36438	23890
3020	36450	23877
3021	36462	23865
3022	36473	23853
3023	36485	23841
3024	36497	23828
3025	36509	23817
3026	36522	23805
3027	36534	23793
3028	36545	23780
3029	36556	23767
3030	36568	23755
3031	36580	23743
3032	36593	23731
3033	36605	23719
3034	36618	23708
3035	36631	23697
3036	36645	23685
3037	36655	23673
3038	36667	23660
3039	36681	23649
3040	36694	23638
3041	36707	23627
3042	36720	23615
3043	36732	23603
3044	36746	23592
3045	36758	23580
3046	36771	23568
3047	36783	23557
3048	36796	23545
3049	36809	23533
3050	36821	23521
3051	36834	23510
3052	36847	23498
3053	36860	23487
3054	36872	23475
3055	36883	23462
3056	36895	23450
3057	36906	23437
3058	36917	23424
3059	36927	23411
3060	36939	23399
3061	36952	23387
3062	36963	23375
3063	36972	23361
3064	36985	23349
3065	36996	23336
3066	37008	23324
3067	37021	23313
3068	37033	23301
3069	37046	23289
3070	37057	23276
3071	37069	23265
3072	37082	23253
3073	37093	23240
3074	37107	23229
3075	37121	23218
3076	37134	23207
3077	37146	23195
3078	37156	23182
3079	37169	23170
3080	37181	23158
3081	37191	23145
3082	37204	23133
3083	37217	23122
3084	37230	23110
3085	37241	23097
3086	37254	23086
3087	37266	23074
3088	37278	23062
3089	37290	23050
3090	37301	23037
3091	37313	23025
3092	37325	23013
3093	37337	23000
3094	37348	22988
3095	37359	22975
3096	37372	22963
3097	37382	22950
3098	37394	22938
3099	37405	22926
3100	37418	22914
3101	37430	22902
3102	37444	22891
3103	37456	22879
3104	37469	22867
3105	37482	22856
3106	37493	22843
3107	37506	22832
3108	37519	22820
3109	37531	22808
3110	37544	22796
3111	37556	22784
3112	37568	22772
3113	37580	22760
3114	37592	22748
3115	37603	22735
3116	37615	22723
3117	37627	22711
3118	37638	22699
3119	37651	22687
3120	37664	22676
3121	37676	22663
3122	37687	22651
3123	37700	22639
3124	37712	22627
3125	37726	22616
3126	37738	22604
3127	37752	22593
3128	37764	22581
3129	37776	22569
3130	37787	22556
3131	37800	22544
3132	37811	22532
3133	37825	22521
3134	37838	22510
3135	37852	22498
3136	37865	22487
3137	37877	22475
3138	37890	22463
3139	37903	22452
3140	37917	22441
3141	37930	22429
3142	37941	22417
3143	37953	22405
3144	37966	22393
3145	37977	22380
3146	37988	22368
3147	37999	22355
3148	38009	22342
3149	38021	22330
3150	38033	22317
3151	38045	22306
3152	38058	22294
3153	38068	22281
3154	38079	22268
3155	38091	22255
3156	38103	22244
3157	38114	22231
3158	38126	22219
3159	38138	22207
3160	38151	22195
3161	38161	22182
3162	38173	22170
3163	38185	22158
3164	38197	22146
3165	38209	22133
3166	38221	22121
3167	38231	22108
3168	38242	22096
3169	38255	22084
3170	38269	22073
3171	38282	22061
3172	38294	22050
3173	38307	22038
3174	38320	22026
3175	38333	22015
3176	38345	22002
3177	38358	21991
3178	38371	21979
3179	38384	21968
3180	38397	21956
3181	38409	21944
3182	38420	21932
3183	38432	21920
3184	38445	21908
3185	38457	21896
3186	38467	21883
3187	38480	21871
3188	38492	21859
3189	38505	21847
3190	38517	21835
3191	38527	21822
3192	38539	21810
3193	38551	21798
3194	38564	21786
3195	38576	21774
3196	38588	21762
3197	38601	21750
3198	38612	21738
3199	38625	21726
3200	38637	21714
3201	38651	21703
3202	38664	21692
3203	38676	21679
3204	38688	21668
3205	38703	21657
3206	38720	21648
3207	38740	21640
3208	38753	21628
3209	38767	21618
3210	38779	21605
3211	38793	21595
3212	38808	21584
3213	38822	21573
3214	38836	21562
3215	38848	21550
3216	38861	21538
3217	38872	21526
3218	38885	21514
3219	38896	21501
3220	38908	21489
3221	38920	21477
