iter	R2	RMSE	MAPE	MAE
93	0.5886710192	0.5593343383	0.03323485251	0.4237261881
94	0.589358786	0.5588665222	0.03320703531	0.4233700951
95	0.5905224741	0.5580740936	0.03315857544	0.4227593145
96	0.5912018607	0.5576109357	0.03312442389	0.4223251178
97	0.5921693356	0.5569507149	0.03308497836	0.4218140186
98	0.5930146771	0.5563731985	0.03304676806	0.4213404774
99	0.5938588657	0.5557958709	0.03300816947	0.4208365164
100	0.5944840721	0.555367915	0.03298025552	0.4204767636
101	0.5951434196	0.5549162319	0.03295190726	0.4201300154
102	0.5959144194	0.554387595	0.03291698499	0.4196981809
103	0.5966434799	0.5538872499	0.03289048084	0.4193593649
104	0.5976004521	0.5532298048	0.03284797641	0.4188155449
105	0.5982623419	0.5527746255	0.03282078236	0.4184613081
106	0.5987234643	0.5524572917	0.03280137363	0.4182114068
107	0.599415283	0.5519808557	0.03277184661	0.4178427685
108	0.600215177	0.5514294782	0.03273295226	0.4173640755
109	0.6006541995	0.5511266197	0.03271387434	0.4171292092
110	0.6015972121	0.5504755216	0.03267182355	0.4165974368
111	0.6023495803	0.5499555002	0.03263678282	0.4161509069
112	0.6029341144	0.5495511426	0.03261026546	0.4158181904
113	0.6038412875	0.5489230062	0.03257068497	0.4152943165
114	0.604409515	0.5485291929	0.03254559565	0.414977424
115	0.6050173139	0.5481076413	0.03251963677	0.4146425052
116	0.6056949488	0.5476372709	0.03248541358	0.4142124652
117	0.6063887156	0.5471552839	0.03245272375	0.4138014918
118	0.6069304963	0.5467785922	0.03242816215	0.4134940873
119	0.6075240436	0.5463656099	0.03239891386	0.4131054666
120	0.6081175562	0.5459523392	0.03237506856	0.4127950692
121	0.6088906121	0.5454135807	0.03234061656	0.4123541951
122	0.6096487173	0.5448847242	0.03230723985	0.4119315484
123	0.6101033973	0.5445672917	0.0322856835	0.4116622325
124	0.6107213405	0.544135581	0.03225776926	0.4113116104
125	0.6111697704	0.543822082	0.03223683975	0.411054517
126	0.6117421735	0.54342165	0.03221385003	0.4107694139
127	0.6124143124	0.5429510696	0.03218561018	0.4104144021
128	0.6127582182	0.5427101352	0.03217174043	0.4102452585
129	0.6132192168	0.5423869997	0.03215089361	0.4099709927
130	0.6139073634	0.5419042871	0.03211692307	0.4095237194
131	0.6143119068	0.5416203122	0.0320963005	0.4092652907
132	0.6146680377	0.5413701978	0.03207872464	0.4090462107
133	0.6152003206	0.5409961545	0.0320535179	0.4087357632
134	0.6157218508	0.5406294163	0.03203225891	0.4084721211
135	0.616139507	0.5403355424	0.03201306661	0.4082315749
136	0.6167425025	0.5399109767	0.03198550853	0.407873989
137	0.6172641075	0.5395434482	0.03196059198	0.4075629414
138	0.6175900532	0.5393136561	0.03194492206	0.4073540503
139	0.6180919454	0.5389596301	0.03191884206	0.407007635
140	0.618491463	0.5386776509	0.03190003158	0.4067749126
141	0.6189490945	0.5383544736	0.03187890357	0.4065049453
142	0.6195065317	0.5379605516	0.03185369227	0.4061794748
143	0.6198615573	0.5377095166	0.03183678172	0.4059719444
144	0.6206424396	0.53715695	0.03180107401	0.4055332267
145	0.6211779908	0.5367776552	0.03177592763	0.4052211556
146	0.6220404719	0.5361662541	0.03173729029	0.4047497005
147	0.622401696	0.53590998	0.03172322961	0.4045718441
148	0.6227432811	0.5356675262	0.03170717095	0.4043683057
149	0.6230950181	0.535417752	0.03168934316	0.4041415541
150	0.6235684821	0.5350813532	0.03166832654	0.4038746949
151	0.624000964	0.5347738877	0.03164651151	0.4035859199
152	0.6244619099	0.5344459913	0.03162599312	0.4033203153
153	0.6249548235	0.5340951318	0.03160029995	0.4030077489
154	0.6252712581	0.5338697698	0.03158437785	0.4027988585
155	0.6255565764	0.533666487	0.0315712065	0.4026325666
156	0.6257915578	0.53349901	0.03156083084	0.4024991595
157	0.6262609214	0.5331643254	0.03154064226	0.4022563216
158	0.6266803483	0.5328650708	0.03151935333	0.401992761
159	0.6269491215	0.5326732169	0.03150429654	0.4018026544
160	0.627173786	0.5325127954	0.03149472404	0.4016874297
161	0.627779253	0.5320802213	0.03146767276	0.4013468171
162	0.6281988368	0.5317802445	0.03144548578	0.4010687214
163	0.6285926775	0.5314985184	0.03142661341	0.4008304111
164	0.6290725645	0.5311550388	0.03140299725	0.4005332562
165	0.6294768673	0.5308654862	0.03138231758	0.4002668443
166	0.6299223584	0.5305462524	0.03135829521	0.3999653691
167	0.6301956021	0.5303503541	0.03134431437	0.399793249
168	0.6304250424	0.5301858041	0.03133408203	0.3996561832
169	0.6308169741	0.5299046003	0.03131445331	0.3994118454
170	0.6310170436	0.5297609966	0.03130419325	0.3992773006
171	0.6313962691	0.5294886933	0.03128674957	0.3990474179
172	0.6319393594	0.5290984827	0.0312622779	0.3987311316
173	0.632251327	0.5288742037	0.03124591034	0.3985218051
174	0.6326781955	0.5285671661	0.03122383375	0.3982414519
175	0.6328956987	0.528410652	0.03121338024	0.3981134434
176	0.633499447	0.527975955	0.03118559148	0.3977547139
177	0.6337313636	0.5278088805	0.03117437743	0.3976090291
178	0.6340348801	0.527590145	0.03115862814	0.3974127984
179	0.6342757509	0.5274164919	0.03114801376	0.3972740351
180	0.6347095692	0.5271035911	0.03113117285	0.3970516932
181	0.6352377675	0.5267223658	0.03110965855	0.3967804396
182	0.6357678154	0.5263395279	0.03108511503	0.3964635323
183	0.6361031781	0.5260971615	0.03106902419	0.3962646344
184	0.6364396417	0.5258538872	0.03105360222	0.3960650632
185	0.6367358532	0.5256396233	0.03103969056	0.3958882554
186	0.6371732102	0.5253231024	0.03102217691	0.3956758472
187	0.6373849374	0.5251698042	0.03101052808	0.3955314331
188	0.6377170686	0.5249292388	0.03099625171	0.3953415297
189	0.6379757247	0.5247418157	0.03098469798	0.3951975785
190	0.6382787362	0.5245221674	0.03097088686	0.3950170391
191	0.6385940325	0.5242935162	0.03095747531	0.3948484236
192	0.638885867	0.5240817906	0.03094282558	0.3946587452
193	0.6393985015	0.5237096674	0.03091286102	0.3942649709
194	0.6397941198	0.5234223059	0.03089275138	0.3939995882
195	0.6400791578	0.5232151678	0.03087937005	0.3938347825
196	0.6402743388	0.5230732816	0.03086829626	0.3936924598
197	0.6406488377	0.5228009333	0.03085025341	0.3934649018
198	0.641152592	0.5224343621	0.03082878654	0.3931909833
199	0.6416223692	0.5220922834	0.03080257094	0.3928594661
200	0.6419135802	0.5218801191	0.03078882951	0.3926964213
201	0.642291245	0.5216048395	0.03077002991	0.3924618564
202	0.6426032503	0.5213773094	0.03075391446	0.3922669166
203	0.6429169358	0.5211484539	0.03073941442	0.3920863238
204	0.6431435186	0.5209830834	0.03072972405	0.3919638809
205	0.6434906553	0.5207296254	0.03071192143	0.3917307287
206	0.6437595964	0.520533176	0.0306970849	0.3915382498
207	0.6440094383	0.5203506114	0.03068320932	0.3913562195
208	0.6442233847	0.5201942254	0.03067201965	0.3912096334
209	0.6445611442	0.5199472414	0.0306558427	0.3909920634
210	0.6448075301	0.5197669996	0.03064373209	0.3908429919
211	0.6450869102	0.5195625455	0.03062819815	0.3906499756
212	0.6453672218	0.5193573288	0.03061571066	0.3904998621
213	0.6456738244	0.5191327715	0.03060189398	0.3903288981
214	0.645875403	0.5189850815	0.03059233646	0.3902047163
215	0.6461695137	0.5187695206	0.03057714817	0.3900092859
216	0.6464411916	0.5185703217	0.0305632732	0.3898256664
217	0.6466838832	0.5183923113	0.03055133147	0.3896797548
218	0.6468590683	0.5182637779	0.030542959	0.3895708187
219	0.6471736832	0.5180328647	0.03052786974	0.3893725388
220	0.6474919231	0.5177991861	0.03051143311	0.3891599101
221	0.6477587701	0.5176031631	0.03049812718	0.3889926763
222	0.6479539156	0.5174597644	0.03048829741	0.3888698955
223	0.6482387681	0.5172503748	0.03047414263	0.388695098
224	0.6486064828	0.5169799495	0.03045879561	0.3885053674
225	0.6488784164	0.5167798726	0.03044272359	0.3882931532
226	0.649175288	0.516561359	0.03042590047	0.3880807585
227	0.6495038576	0.5163194061	0.0304057485	0.3878153821
228	0.6497210559	0.5161594028	0.0303943829	0.3876705642
229	0.6499721201	0.5159743897	0.030382427	0.3875206447
230	0.6501288005	0.5158588959	0.0303761483	0.3874375578
231	0.6503671581	0.5156831457	0.03036355776	0.3872777516
232	0.6506551623	0.5154707093	0.03035068454	0.3871152379
233	0.6510162552	0.5152042377	0.03033446384	0.3869116608
234	0.651320585	0.5149795479	0.03031847967	0.3867096614
235	0.6515573517	0.5148046727	0.03030706369	0.3865606413
236	0.6516768416	0.5147163954	0.03030121143	0.3864857487
237	0.6520133064	0.5144677386	0.0302833209	0.3862624207
238	0.6522956961	0.5142589521	0.03026924291	0.3860868785
239	0.6526308047	0.5140110775	0.03025213353	0.3858650812
240	0.6528849894	0.5138229812	0.03023809741	0.3856851772
241	0.6530714593	0.5136849501	0.03022913405	0.385572301
242	0.6535008953	0.5133669262	0.0302050452	0.3852637196
243	0.6539296182	0.5130492338	0.0301846408	0.3849989191
244	0.6540960643	0.5129258408	0.03017798931	0.3849214745
245	0.6544533456	0.5126608739	0.03015985991	0.3846917336
246	0.6546466673	0.5125174457	0.03014851933	0.3845400119
247	0.6549682074	0.5122788012	0.03013416819	0.3843674679
248	0.6551362884	0.5121540087	0.03012483503	0.3842484886
249	0.6552656731	0.5120579256	0.03011893896	0.3841803146
250	0.6555966662	0.511812043	0.03010232285	0.3839778442
251	0.6558202452	0.5116458875	0.03009012163	0.3838250942
252	0.6559514979	0.5115483203	0.03008329997	0.383737823
253	0.6560601734	0.5114675218	0.03007745925	0.3836625772
254	0.6561908293	0.5113703645	0.03007151482	0.3835867405
255	0.6564072439	0.5112093952	0.03006071892	0.3834455727
256	0.6566293086	0.5110441706	0.03004909341	0.3833031562
257	0.6568789429	0.5108583695	0.03003674903	0.3831515765
258	0.657040588	0.510738022	0.03002938539	0.3830610773
259	0.6572328782	0.5105948219	0.03002148678	0.3829601498
260	0.6574462145	0.5104359015	0.03001108363	0.3828311055
261	0.6577645802	0.5101986496	0.02999372205	0.3826079949
262	0.6580596298	0.5099786748	0.02997876206	0.3824188286
263	0.6583106488	0.5097914523	0.02996422328	0.3822382327
264	0.6584461	0.5096903975	0.02995730528	0.382146669
265	0.6586450659	0.5095419205	0.02994670534	0.3820129671
266	0.6590072974	0.5092714965	0.02992927453	0.3817867094
267	0.6592232224	0.5091102293	0.02991768064	0.3816378832
268	0.6595376291	0.5088753181	0.02990389481	0.3814716069
269	0.6597270296	0.5087337538	0.0298948508	0.3813570289
270	0.6598986456	0.5086054482	0.02988515886	0.3812327633
271	0.6601210998	0.5084390861	0.02987319884	0.381084576
272	0.6602961773	0.5083081163	0.02986439078	0.380975515
273	0.6604718144	0.5081766941	0.02985698077	0.3808829969
274	0.6606840136	0.5080178684	0.02984624357	0.3807532267
275	0.6608067982	0.5079259447	0.02983989486	0.3806716452
276	0.6611186679	0.5076923858	0.02982363213	0.3804552144
277	0.6613653048	0.5075076036	0.02981139329	0.3802995919
278	0.6615641467	0.5073585808	0.02980084787	0.380168165
279	0.6618345199	0.5071558783	0.02978769767	0.3800015913
280	0.6620309796	0.507008539	0.02977706222	0.3798665785
281	0.6622656033	0.5068325215	0.02976600822	0.3797281856
282	0.662468514	0.5066802463	0.02975729012	0.3796244324
283	0.6626968506	0.5065088353	0.02974453291	0.3794700667
284	0.6629111684	0.5063478954	0.02973286568	0.3793300465
285	0.6632672675	0.5060803729	0.02971484168	0.3791078291
286	0.6634134606	0.5059705031	0.02970755877	0.3790157912
287	0.6635251355	0.505886559	0.0297009678	0.3789347431
288	0.663661914	0.505783726	0.02969387481	0.3788448621
289	0.6637902354	0.5056872323	0.02968830224	0.3787776465
290	0.664160192	0.5054089331	0.02966815791	0.3785198517
291	0.6644238605	0.5052104953	0.02965515464	0.37835799
292	0.6646213704	0.5050617977	0.02964612533	0.3782465336
293	0.6648201646	0.5049120889	0.02963552025	0.3781089886
294	0.6649388153	0.5048227138	0.0296296219	0.3780332259
295	0.6650995837	0.5047015878	0.02962249046	0.3779432671
296	0.665243628	0.5045930373	0.02961530112	0.3778517045
297	0.6654086134	0.5044686771	0.02960751008	0.3777457869
298	0.6656038309	0.5043214894	0.02959762034	0.3776162893
299	0.6657381316	0.504220206	0.02959070101	0.3775245862
300	0.6659479829	0.5040619051	0.02958027658	0.3773919912
301	0.6662258166	0.5038522454	0.02956436138	0.3771956546
302	0.6664309934	0.5036973582	0.02955307953	0.377050844
303	0.6665335623	0.5036199115	0.02954932511	0.3770015562
304	0.6666433813	0.5035369773	0.02954319173	0.3769218161
305	0.6668596864	0.5033735857	0.02953399169	0.3767953667
306	0.6670151235	0.5032561396	0.02952699586	0.3767007443
307	0.6671431292	0.5031593997	0.0295197175	0.3766032475
308	0.6672743054	0.5030602444	0.02951253469	0.3765129292
309	0.6675778472	0.502830724	0.02949622021	0.3763109203
310	0.6677684062	0.502686581	0.02948503168	0.3761684906
311	0.6679914479	0.5025178148	0.02947374393	0.3760254825
312	0.6681024994	0.5024337658	0.0294685288	0.3759549818
313	0.6683550375	0.5022425806	0.02945396903	0.3757759914
314	0.6684624159	0.5021612671	0.02944897299	0.3757108796
315	0.6686460454	0.5020221813	0.02943899934	0.3755840556
316	0.6688631181	0.5018577148	0.02942638267	0.3754193195
317	0.6690759468	0.5016964116	0.02941784235	0.3753100139
318	0.6692162339	0.5015900595	0.02941054789	0.3752232078
319	0.6693377389	0.5014979278	0.02940431497	0.375143543
320	0.6694942591	0.5013792208	0.02939544333	0.375033919
321	0.6696822287	0.5012366251	0.02938576561	0.3749076861
322	0.6698774056	0.5010885188	0.02937525703	0.3747750013
323	0.6701131242	0.5009095898	0.02936186315	0.3746075791
324	0.6702431164	0.5008108882	0.02935730322	0.374545486
325	0.6704163948	0.5006792896	0.02934962059	0.3744460675
326	0.6705814343	0.5005539159	0.02934212351	0.3743451893
327	0.6706901266	0.5004713297	0.02933639306	0.3742750158
328	0.6708870658	0.5003216573	0.02932698201	0.3741476237
329	0.6711322165	0.500135282	0.02931476527	0.3739894977
330	0.6713558764	0.4999651844	0.02930396016	0.3738548639
331	0.6715051068	0.4998516597	0.0292956797	0.3737454069
332	0.6717076268	0.4996975545	0.02928560434	0.3736212441
333	0.6719483265	0.499514335	0.02927195103	0.3734470083
334	0.6720253722	0.499455674	0.02926916645	0.3734107769
335	0.6722428139	0.4992900811	0.02925850116	0.3732737913
336	0.6723702842	0.4991929805	0.02925195215	0.3731906207
337	0.6725077927	0.4990882122	0.02924478153	0.3730962838
338	0.6726017119	0.499016642	0.02924033318	0.3730367408
339	0.6727654844	0.4988918163	0.02923121328	0.3729220155
340	0.6730372311	0.4986846249	0.02921746918	0.3727437655
341	0.6731702906	0.4985831432	0.02921112841	0.3726686397
342	0.673295316	0.4984877701	0.02920603849	0.3726035061
343	0.6734704613	0.4983541334	0.02919469637	0.3724587888
344	0.6735851369	0.4982666159	0.02918858912	0.3723805055
345	0.6737002432	0.4981787543	0.02918302474	0.3723063237
346	0.6737942066	0.4981070197	0.02917720336	0.3722319694
347	0.6740288342	0.4979278527	0.02916469775	0.372065157
348	0.6742461215	0.4977618695	0.02915197099	0.3718962529
349	0.6743853569	0.4976554801	0.02914458071	0.371803005
350	0.6745435263	0.4975345958	0.02913587686	0.3716885031
351	0.6746951846	0.4974186602	0.02912624759	0.3715686746
352	0.6749960395	0.4971885906	0.02911205954	0.3713849034
353	0.6751375324	0.4970803514	0.02910598551	0.3713065451
354	0.6753145698	0.4969448882	0.0290981732	0.3712083924
355	0.6754805549	0.4968178484	0.02909017128	0.3711101414
356	0.6755865893	0.4967366759	0.02908429967	0.3710336795
357	0.6757605077	0.4966035075	0.02907495707	0.3709160721
358	0.6758782483	0.4965133339	0.02906814647	0.3708234245
359	0.6761203848	0.496327838	0.0290555602	0.3706692669
360	0.6762518673	0.496227083	0.02904833003	0.370579957
361	0.6763831752	0.4961264412	0.02904038315	0.3704778405
362	0.676550713	0.4959980012	0.02903144794	0.3703651637
363	0.6766442398	0.495926286	0.02902628997	0.370296113
364	0.676826481	0.4957865159	0.02901816932	0.3701944878
365	0.6769334383	0.4957044665	0.02901398556	0.3701388155
366	0.6771111311	0.4955681243	0.02900454428	0.3700203078
367	0.6773108746	0.4954148179	0.02899392277	0.3698840938
368	0.6774482229	0.4953093734	0.02898616428	0.369785471
369	0.6776211715	0.4951765659	0.02897673166	0.3696655234
370	0.677821274	0.4950228626	0.02896623666	0.3695363115
371	0.6779412635	0.4949306729	0.02895923028	0.3694450409
372	0.6780103246	0.4948776045	0.02895743743	0.3694221947
373	0.6780960413	0.4948117295	0.02895297847	0.3693665921
374	0.6782468843	0.4946957825	0.02894555152	0.3692778393
375	0.6783959578	0.4945811689	0.02893766536	0.3691792963
376	0.6785030017	0.4944988529	0.02893158489	0.3690993579
377	0.6785934186	0.4944293123	0.02892697865	0.3690403993
378	0.6787325157	0.4943223121	0.02891920482	0.368939762
379	0.6789263944	0.4941731326	0.02890889003	0.3688042161
380	0.6790381592	0.494087115	0.02890252288	0.3687236684
381	0.6792073459	0.4939568753	0.02889393672	0.3686107137
382	0.6793625162	0.4938373951	0.02888454531	0.3684862648
383	0.6795104331	0.4937234731	0.0288765814	0.3683836663
384	0.6796583245	0.4936095445	0.02886940298	0.3682925048
385	0.6798167138	0.4934874996	0.02886189114	0.368193705
386	0.6799834964	0.4933589547	0.02885307388	0.36808067
387	0.6800884699	0.4932780309	0.02884727836	0.3680065993
388	0.6801905009	0.4931993628	0.02884179045	0.3679403745
389	0.6802703756	0.493137769	0.02883753789	0.3678854059
390	0.6804053706	0.4930336526	0.0288318395	0.3678117653
391	0.6805807589	0.4928983497	0.0288227958	0.3676985251
392	0.6806983424	0.4928076193	0.02881771542	0.3676332772
393	0.6808306193	0.4927055312	0.02881067399	0.3675452276
394	0.6810215081	0.4925581705	0.02880035006	0.3674075351
395	0.6812271365	0.4923993819	0.0287901313	0.3672823411
396	0.6813258939	0.4923231021	0.02878531242	0.3672186152
397	0.681450851	0.4922265689	0.02878094113	0.3671688469
398	0.6815565671	0.4921448851	0.02877606056	0.36710692
399	0.6816207494	0.4920952867	0.02877350152	0.367074798
400	0.6817105123	0.4920259119	0.028769745	0.3670251736
401	0.6817997225	0.4919569545	0.02876439121	0.3669545935
402	0.6819062426	0.4918746044	0.02875834755	0.3668763503
403	0.6819954186	0.4918056522	0.02875418692	0.3668216253
404	0.6820754308	0.4917437775	0.02875158945	0.366788793
405	0.6822189077	0.4916328048	0.02874535914	0.3667053733
406	0.6823865229	0.4915031306	0.02873662207	0.3665895338
407	0.6825387515	0.4913853306	0.02872782992	0.3664736412
408	0.6826593048	0.4912920219	0.02872260852	0.3664121068
409	0.6827970229	0.491185406	0.02871540156	0.3663192802
410	0.6829744106	0.4910480453	0.02870518292	0.3661879685
411	0.683074902	0.4909702125	0.02869956817	0.3661169628
412	0.6831942758	0.4908777387	0.02869230197	0.3660249433
413	0.6833529945	0.4907547592	0.02868503161	0.3659288028
414	0.6834730935	0.4906616828	0.02867997335	0.365863412
415	0.6836723291	0.4905072367	0.02866981041	0.3657317085
416	0.6838578612	0.4903633697	0.02866038433	0.365614172
417	0.6839681974	0.4902777919	0.02865439577	0.3655373478
418	0.6840896727	0.4901835571	0.02864769497	0.3654508344
419	0.6841690473	0.4901219722	0.02864360481	0.3653977698
420	0.6842830917	0.4900334745	0.02863721412	0.3653177362
421	0.6844961913	0.4898680675	0.02862752028	0.3651949029
422	0.6845898088	0.4897953843	0.02862230653	0.3651263504
423	0.6847226916	0.4896921977	0.02861573938	0.3650436068
424	0.684813246	0.4896218676	0.02861061583	0.3649798061
425	0.6849262635	0.4895340771	0.02860516169	0.3649055045
426	0.6850329081	0.4894512225	0.02859945077	0.3648310348
427	0.6851411155	0.4893671394	0.02859411151	0.3647640086
428	0.6852334878	0.4892953497	0.02859061196	0.3647197606
429	0.6853937282	0.4891707893	0.0285824883	0.3646183572
430	0.6855160226	0.4890757043	0.02857667026	0.3645441232
431	0.6856091489	0.4890032854	0.02857115813	0.3644722576
432	0.685716166	0.4889200512	0.02856504631	0.3643914956
433	0.6858827143	0.4887904874	0.02855599017	0.364270757
434	0.6859715975	0.488721328	0.02855125965	0.3642066178
435	0.6860998372	0.4886215283	0.02854519374	0.3641303931
436	0.6861985314	0.4885447079	0.0285394693	0.3640571311
437	0.6862689959	0.4884898531	0.028535313	0.3640032163
438	0.6863611739	0.4884180857	0.02853095208	0.3639480913
439	0.6865041918	0.4883067148	0.02852321839	0.3638473083
440	0.6866327894	0.4882065515	0.02851772637	0.3637782518
441	0.6867434873	0.4881203137	0.02851180014	0.3637007335
442	0.6868861521	0.48800915	0.02850372789	0.3635958154
443	0.6869781327	0.4879374657	0.02849939764	0.3635409256
444	0.6871509258	0.4878027725	0.02849235461	0.3634568018
445	0.6873084171	0.4876799747	0.02848478671	0.3633669973
446	0.6873913525	0.4876152965	0.02848023705	0.363309578
447	0.6874941935	0.4875350829	0.02847424934	0.3632335714
448	0.6875850136	0.4874642343	0.0284687418	0.3631674795
449	0.6876766805	0.4873927146	0.02846445204	0.3631147847
450	0.6878179547	0.4872824702	0.02845747275	0.3630224424
451	0.687969868	0.4871638957	0.02845058807	0.3629352008
452	0.6881098736	0.48705459	0.028443353	0.36284118
453	0.6882265831	0.4869634534	0.02843711407	0.3627631773
454	0.6882842037	0.4869184521	0.0284340775	0.3627215895
455	0.688427243	0.4868067213	0.02842616111	0.3626222446
456	0.6885383689	0.4867199011	0.02842099442	0.3625556897
457	0.68861799	0.4866576853	0.02841692688	0.362503575
458	0.6886951882	0.4865973552	0.02841248455	0.3624481598
459	0.6888545033	0.4864728273	0.02840326502	0.362334533
460	0.6889226555	0.4864195468	0.02840000766	0.3622919746
461	0.6891009066	0.4862801647	0.02839066847	0.3621649794
462	0.6892047718	0.4861989297	0.02838535012	0.3620947897
463	0.6893004059	0.4861241203	0.02837959237	0.3620199434
464	0.6893997254	0.4860464159	0.02837360696	0.3619441625
465	0.6895336145	0.4859416457	0.02836666449	0.3618520213
466	0.6896639538	0.4858396315	0.02835941745	0.3617562681
467	0.6897771556	0.4857510131	0.02835372207	0.3616840664
468	0.689869443	0.4856787553	0.02834877935	0.3616222346
469	0.689939082	0.4856242233	0.02834374317	0.3615613637
